date,SO2_GijonGlobal,NO_GijonGlobal,NO2_GijonGlobal,CO_GijonGlobal,PM10_GijonGlobal,O3_GijonGlobal,velmedia_GijonCampus,racha_GijonCampus,tmed_Gijon,prec_Gijon,sol_Gijon,presMin_Gijon,presMax_Gijon,dir_Gijon,velmedia_Gijon,racha_Gijon,C01_BibioArenaMestas_trafico,C02_CentroPlaya_trafico,C03_CentroLlano_trafico,C04_LaviadaPoligono_trafico,C05_CotoViesques_trafico,C06_LlanoPumarin_trafico,C07_LlanoMontevil_trafico,C08_NuevoGijonBrana_trafico,C09_LaCalzada_trafico,C10_ContruecesGijonSurRoces_trafico,C11_NatahoyoMoredaTremañes_trafico,C12_Ceares_trafico,ICA_PM25_target
2019-09-18,5.0,39.0,43.0,1.3,57.0,97.0,1.7,,20.55,0.65,4.133333333333333,1008.15,1011.75,9.0,2.65,10.3,4779.0,4640.0,3462.0,5465.0,3327.0,2394.5,2566.5,3123.0,3022.0,2560.0,3032.5,6234.0,0.0
2021-05-12,17.0,44.0,59.0,0.89,67.0,83.0,3.6,20.0,13.6,2.9333333333333336,2.6333333333333333,1002.3333333333334,1012.4666666666666,26.5,5.7,23.2,3759.0,3478.0,2919.0,4053.0,3583.0,2189.0,3168.0,3002.5,3057.0,2437.0,2954.0,6061.5,0.0
2019-09-15,7.0,11.0,37.0,0.89,68.0,97.0,1.7,6.9,20.1,0.0,5.8,1013.2666666666668,1016.2666666666668,12.0,1.7,7.35,3379.0,3604.0,2633.0,3385.5,2231.0,1323.0,1535.5,1788.0,1771.0,1594.5,1504.5,3815.0,0.0
2019-04-09,25.0,60.0,70.0,2.34,70.0,96.0,1.7,9.7,12.733333333333334,7.6,4.9,1001.9,1005.5666666666666,26.5,2.5,11.1,4624.0,4686.0,3373.0,5760.5,3697.0,2509.5,2611.0,3462.0,2951.0,2594.5,3129.0,6471.0,0.0
2022-07-27,5.0,8.0,53.0,0.28,35.0,80.0,2.2,8.3,20.366666666666664,0.0,5.7,1009.8666666666668,1014.3333333333334,19.0,2.35,8.05,3460.0,3771.0,3610.0,4350.0,2728.0,1980.5,3051.5,2631.5,2707.0,2008.0,2995.0,5479.0,0.0
2023-05-04,5.0,32.0,35.0,1.54,46.0,101.0,2.5,8.1,16.9,1.5666666666666669,6.75,1007.3,1013.1,51.5,2.65,8.2,3811.0,3494.0,3131.0,4208.0,2879.0,2080.5,3299.0,2982.0,2467.0,2198.0,3249.5,6044.0,0.0
2020-05-26,6.0,17.0,34.0,0.4,69.0,87.0,2.5,10.0,15.933333333333332,0.0,12.333333333333334,1021.1333333333332,1024.0,54.0,3.45,10.7,2854.0,2952.0,1967.0,3248.0,2389.0,1598.0,1828.5,2122.5,2158.0,1709.0,2066.0,4353.0,0.0
2021-05-05,9.0,42.0,47.0,0.89,59.0,75.0,2.5,7.2,15.5,0.0,5.833333333333333,1009.9,1013.0666666666668,34.0,2.5,6.5,3723.0,3576.0,3013.0,4129.0,3488.0,2108.5,3086.0,2967.0,3001.0,2476.5,2968.0,6168.0,0.0
2019-12-08,26.0,26.0,41.0,4.34,53.0,76.0,2.2,,12.3,5.35,0.0333333333333333,1011.7,1019.05,31.0,3.9,13.3,2694.0,3223.0,3442.0,4262.0,1968.0,1277.5,1429.5,1852.0,1682.0,1475.5,1437.5,3530.0,0.0
2020-08-17,5.0,30.0,35.0,1.05,46.0,60.0,1.4,4.4,20.6,0.3,1.0333333333333334,1005.2,1007.9,17.0,1.4,5.25,3452.0,3522.0,2993.0,4326.5,2897.0,1966.0,2143.5,2583.5,2601.0,2136.5,2657.5,5334.0,0.0
2020-10-26,15.0,20.0,38.0,0.89,49.0,67.0,2.8,11.9,13.233333333333334,0.1333333333333333,5.933333333333334,1006.3,1011.9666666666666,28.5,5.0,15.4,3858.0,3030.0,2546.0,3624.0,3345.0,1926.5,2577.0,2769.0,2991.0,2308.0,2706.5,5481.0,0.0
2022-04-15,7.0,3.0,24.0,0.44,38.0,111.0,2.8,8.9,14.066666666666668,0.0,3.85,1017.2333333333332,1019.0,50.5,3.05,8.600000000000001,2398.5,2641.0,2261.5,2620.0,1388.0,1070.5,1472.0,1445.0,1829.0,1251.0,1194.0,3151.0,0.0
2023-09-22,11.0,16.0,28.0,1.65,51.0,93.0,3.3,12.2,17.766666666666666,0.0666666666666666,4.5,1003.1,1012.7333333333332,28.5,5.1,13.75,3360.0,2957.0,3861.0,3973.5,3032.0,2166.0,3044.0,2906.5,3000.5,2210.0,2984.5,5699.0,0.0
2021-04-09,11.0,109.0,80.0,1.04,95.0,98.0,1.7,5.6,13.166666666666666,1.666666666666667,8.45,1006.0666666666666,1011.1,50.5,2.5,7.25,3941.5,3727.0,3070.0,4291.0,3430.0,2124.0,2710.0,3027.5,3121.0,2580.5,3130.0,5485.0,0.0
2020-06-28,3.0,12.0,16.0,0.99,34.0,73.0,2.2,,18.85,2.95,3.033333333333333,1010.4,1013.7,99.0,2.35,7.8,2220.5,2477.5,1665.0,2386.0,1632.0,997.5,1326.5,1402.0,1606.0,1173.5,1226.5,2983.0,0.0
2019-09-17,6.0,76.0,51.0,0.94,91.0,105.0,1.4,,20.866666666666667,0.1,6.366666666666667,1010.2666666666668,1012.6,99.0,1.25,6.1,4701.0,4678.0,3564.0,5565.5,3308.0,2309.0,2528.5,3109.0,2970.0,2490.5,3111.0,6276.0,1.0
2020-01-28,18.0,93.0,75.0,0.95,108.0,86.0,1.9,9.4,11.133333333333333,4.533333333333332,7.766666666666667,1008.6,1014.0666666666666,29.5,3.3,12.75,4235.0,4445.0,3929.0,6629.5,3533.0,2262.5,2450.0,3062.0,2829.0,2613.5,2913.5,5998.0,0.0
2021-03-13,24.0,9.0,46.0,1.77,70.0,84.0,3.3,12.2,12.199999999999998,5.0,3.75,1014.3,1019.7666666666668,28.0,5.25,13.75,2348.5,2974.0,2122.0,2826.0,2524.0,1290.5,1838.5,1857.0,2273.0,1707.0,1703.0,3305.0,0.0
2020-08-28,12.0,16.0,33.0,0.83,41.0,65.0,4.4,13.1,18.2,15.4,9.033333333333331,1006.2,1010.3666666666668,30.0,5.65,14.2,3779.0,3657.0,3379.0,4475.0,3045.0,2161.0,2211.0,2636.0,2681.0,2108.5,2766.5,5717.0,0.0
2019-05-05,10.0,9.0,13.0,0.38,42.0,104.0,4.7,13.9,11.4,0.0,12.566666666666668,1012.8666666666668,1015.6,53.5,6.25,14.45,3641.0,3876.5,2782.0,3682.5,2164.0,1528.0,1798.0,1958.5,1946.0,1700.5,1551.0,4216.0,0.0
2023-11-09,15.0,12.0,45.0,1.37,77.0,107.0,3.1,13.3,14.533333333333331,0.0,3.7,1008.8666666666668,1012.2333333333336,25.5,4.35,14.3,3142.0,3438.0,3251.0,4196.5,3103.0,2125.0,3236.0,2966.5,3164.0,2464.0,3221.5,5839.0,0.0
2023-09-04,5.0,60.0,59.0,0.87,101.0,86.0,1.1,6.7,23.46666666666667,0.5666666666666667,3.35,1002.5,1005.2,16.0,2.35,7.949999999999999,3265.0,2899.5,2972.0,3284.0,2317.0,1806.5,2628.0,2521.0,0.0,1674.0,2609.5,5305.0,0.0
2022-07-04,4.0,10.0,14.0,0.54,33.0,69.0,2.2,7.5,18.866666666666664,3.2,5.366666666666666,1015.6,1017.4666666666668,50.5,3.05,7.9,3445.0,3425.5,3118.0,4014.5,2890.0,1941.5,3053.5,2410.0,2670.0,2006.0,2905.5,5420.0,0.0
2019-09-09,49.0,15.0,30.0,1.26,45.0,70.0,2.8,9.7,17.333333333333332,6.466666666666666,6.0,1010.0333333333332,1013.6333333333332,28.0,4.199999999999999,13.05,2866.0,3249.5,2243.0,3406.5,1940.0,1331.0,1571.0,1754.0,1781.0,1672.0,1667.0,3632.0,0.0
2023-08-19,4.0,7.0,14.0,0.7,30.0,69.0,1.9,7.8,22.23333333333333,11.066666666666668,2.55,1008.3333333333334,1015.1333333333332,15.0,2.35,8.5,3063.0,3072.5,3435.0,3058.0,1841.0,1353.5,2046.0,1752.0,2116.5,1628.5,1702.0,4062.0,0.0
2023-10-11,53.0,55.0,119.0,0.8,117.0,98.0,1.7,5.6,22.5,0.0,10.0,1011.1333333333332,1013.1,26.0,2.25,7.95,4107.0,3253.5,3687.0,4227.0,2904.0,2168.0,3362.0,3095.0,3207.0,2534.0,3305.5,5946.0,1.0
2020-05-20,16.0,46.0,42.0,7.04,68.0,107.0,2.2,7.5,16.099999999999998,0.0,10.933333333333332,1010.6,1016.4333333333334,65.5,3.2,8.9,2671.5,2555.5,1819.0,2861.5,2140.0,1409.5,1740.5,1921.0,1855.0,1459.5,2156.0,4032.0,0.0
2020-10-07,10.0,24.0,43.0,0.72,48.0,52.0,1.1,7.2,18.53333333333333,0.6666666666666666,1.2,1015.8333333333334,1019.4,29.5,1.95,9.3,4559.5,3306.0,3064.0,4270.0,3886.0,2138.0,2409.0,3111.0,2846.0,2497.0,2954.0,6244.0,0.0
2019-05-19,34.0,17.0,48.0,1.21,36.0,95.0,2.8,8.1,12.533333333333331,0.0,4.9,1008.1333333333332,1010.4333333333334,31.0,3.6,9.2,2861.0,3480.0,2289.0,3382.5,2081.0,1272.0,1516.0,1718.5,1772.0,1623.5,1490.5,3778.0,0.0
2020-04-04,7.0,11.0,37.0,1.21,99.0,107.0,,,12.533333333333331,0.0,9.9,1001.8,1008.7666666666668,22.0,4.4,8.3,686.0,584.5,475.0,883.0,596.0,364.5,459.0,481.0,522.5,522.5,474.5,856.0,1.0
2023-08-30,18.0,12.0,31.0,0.81,49.0,92.0,3.1,10.6,19.2,0.2333333333333333,8.65,1009.9,1012.0,31.5,3.2,10.45,3319.0,2617.0,3340.0,3560.5,2531.0,1736.0,2847.0,2523.0,0.0,1827.0,2804.0,5385.0,0.0
2020-10-05,13.0,57.0,55.0,1.54,121.0,69.0,1.4,11.1,16.566666666666666,0.0,4.866666666666666,1006.0333333333334,1011.1,26.0,2.8,12.5,4231.0,3289.0,3097.0,4497.0,3976.0,2251.5,2456.0,3066.5,2837.0,2362.0,2911.0,6354.0,0.0
2021-02-14,39.0,60.0,60.0,1.39,242.0,75.0,1.7,10.3,13.9,0.0,6.7,1014.6333333333332,1018.2666666666668,58.5,2.1,9.6,2384.5,2402.0,1487.0,1878.0,1822.0,863.5,1311.0,1230.0,1546.0,1158.5,1110.5,2663.0,0.0
2023-09-18,17.0,15.0,46.0,2.09,89.0,95.0,2.2,12.5,20.6,0.1,5.5,1001.8666666666668,1014.4666666666668,29.5,3.6,12.5,3224.0,2654.5,3174.0,3723.5,2891.0,2029.5,3157.0,2854.5,2839.0,1895.0,2982.5,5521.5,0.0
2020-10-03,15.0,12.0,41.0,1.71,37.0,79.0,3.3,13.3,13.966666666666669,11.8,2.4666666666666663,995.9333333333334,1001.4,26.0,6.1,16.65,2599.5,2707.5,2433.0,3226.0,2502.0,1598.5,1808.0,2020.5,2066.0,1640.0,1681.0,4201.0,0.0
2020-07-22,2.0,13.0,35.0,0.47,71.0,112.0,1.4,5.8,20.33333333333333,0.0,9.4,1012.7,1014.1333333333332,12.0,1.65,6.5,3717.0,3831.5,2915.0,4332.0,2954.0,2195.0,2145.0,2756.5,2549.0,2095.0,2950.5,5643.0,0.0
2023-07-28,11.0,29.0,24.0,1.14,63.0,68.0,2.2,6.9,22.666666666666668,2.7000000000000006,9.25,1006.4666666666668,1008.2000000000002,14.5,2.2,8.05,3804.0,3680.0,3879.0,3662.0,2738.0,1823.0,3324.0,2807.5,3091.5,2182.0,2917.0,6189.0,0.0
2019-02-21,21.0,237.0,99.0,5.2,124.0,78.0,1.9,6.4,11.733333333333334,0.0,9.566666666666666,1016.6333333333332,1021.0,53.5,3.3,7.65,4890.0,4942.0,3422.0,5312.5,3470.0,2355.0,2565.5,3376.5,3032.0,2589.0,3222.0,6318.0,1.0
2021-02-03,43.0,38.0,73.0,1.19,80.0,75.0,1.9,9.7,14.6,0.0,7.699999999999999,996.7666666666668,1002.3,27.0,4.3,14.7,3679.5,3293.0,2757.0,3401.0,3316.0,1867.0,2311.5,2659.0,2718.0,2173.0,2676.0,5503.0,0.0
2022-08-20,4.0,11.0,29.0,0.31,63.0,92.0,1.7,7.2,20.066666666666663,0.0,8.95,1012.8333333333334,1014.6666666666666,50.0,1.7999999999999998,7.2,3130.0,3400.0,2884.0,3310.0,1814.0,1461.5,2262.0,1726.5,2077.0,1538.0,1560.5,4616.0,0.0
2019-08-16,21.0,33.0,43.0,2.0,61.0,73.0,1.9,8.6,18.2,0.0,11.1,1010.0333333333332,1014.2999999999998,31.0,2.2,8.45,4619.0,5507.5,3543.0,5752.5,3257.0,2132.0,2223.0,2681.5,2818.0,2173.0,2771.5,5401.0,1.0
2022-01-22,4.0,19.0,27.0,0.52,44.0,86.0,2.8,10.8,7.433333333333334,0.0,8.600000000000001,1022.5666666666666,1026.9666666666667,8.0,4.199999999999999,11.8,2210.0,2631.5,2230.0,3075.0,2098.0,1446.5,1991.0,1985.0,2433.0,2042.5,1762.0,3883.0,0.0
2022-06-25,78.0,8.0,27.0,0.88,47.0,77.0,2.5,9.7,16.733333333333334,1.4,7.25,1006.8666666666668,1010.0666666666668,63.5,3.2,10.55,2705.0,2757.0,3017.0,3450.0,2073.0,1510.5,2335.0,1903.0,2443.0,1949.0,1661.0,4531.0,0.0
2022-06-17,7.0,36.0,60.0,1.01,115.0,110.0,1.7,8.1,23.23333333333333,0.1666666666666666,8.95,1008.2,1013.1,53.0,2.25,9.2,3517.0,3763.5,3464.0,4260.0,3228.0,2122.0,3572.0,2797.0,3143.0,2314.0,2954.5,5908.0,1.0
2020-06-29,5.0,10.0,27.0,0.97,41.0,69.0,1.9,5.3,17.35,0.5,3.433333333333333,1012.2666666666668,1015.8666666666668,2.0,1.65,5.55,1960.5,2300.0,1524.0,2517.5,1779.0,1146.5,1505.5,1580.0,1552.0,1316.5,1427.5,3109.0,0.0
2022-02-17,21.0,143.0,56.0,0.89,94.0,70.0,1.9,7.2,13.033333333333331,0.0,9.566666666666666,1012.0,1020.9,14.0,1.65,8.2,4198.0,3325.5,2937.0,4192.0,3169.0,2066.0,2786.0,3112.0,3279.0,2380.5,1899.0,5793.0,0.0
2019-12-29,10.0,281.0,79.0,2.79,95.0,37.0,1.4,2.8,8.766666666666666,0.0,7.6,1021.2000000000002,1023.2666666666668,16.0,2.35,6.800000000000001,3265.0,3565.0,3552.0,4148.5,2283.0,1476.5,1747.5,2042.0,1916.0,1763.0,1521.0,4101.0,1.0
2023-04-25,9.0,70.0,39.0,1.9,89.0,70.0,1.1,6.7,17.533333333333335,3.6666666666666665,3.3,1008.5,1010.7,50.5,1.4,6.4,4303.0,3320.5,2910.0,3524.5,2892.0,1802.5,3287.0,2824.5,2748.0,2028.0,3405.5,5978.0,0.0
2019-09-06,4.0,70.0,54.0,1.25,63.0,76.0,2.2,,17.55,0.05,6.966666666666666,1017.65,1019.25,8.0,3.3000000000000003,11.7,4645.0,4982.0,3826.0,5615.5,3202.0,2311.0,2529.0,3108.0,2951.0,2636.5,3138.5,6532.0,0.0
2020-08-02,3.0,13.0,18.0,0.86,29.0,69.0,2.5,6.4,19.566666666666663,0.1333333333333333,4.633333333333334,1014.2,1016.6333333333332,51.0,2.5,6.25,2722.0,2722.0,2136.0,2719.0,1754.0,1121.5,1333.0,1409.0,1671.0,1258.0,1359.5,3140.0,0.0
2019-07-13,4.0,11.0,20.0,0.3,23.0,99.0,2.5,10.8,21.5,2.3666666666666667,7.266666666666667,1009.4333333333334,1013.0333333333332,5.5,3.6,11.65,3217.0,4231.0,3494.0,4942.0,2223.0,1709.0,1823.5,2281.5,2280.0,1999.5,1833.0,4298.0,0.0
2023-04-05,8.0,48.0,48.0,1.08,108.0,105.0,3.1,8.6,8.766666666666667,0.0,11.05,1013.5,1016.5,53.0,3.65,8.45,3596.0,3701.0,3332.0,3911.5,2664.0,2028.0,3202.0,2864.0,2749.5,2130.0,3171.0,5425.0,0.0
2020-07-01,10.0,24.0,28.0,1.26,74.0,60.0,1.7,7.5,18.433333333333334,1.5333333333333332,0.9,1006.4333333333334,1012.2333333333332,65.5,2.65,8.35,3641.0,3516.0,2837.0,4263.0,3135.0,2136.5,2265.0,2746.0,2531.0,2309.5,2237.5,5614.0,0.0
2020-04-20,7.0,19.0,27.0,0.53,35.0,100.0,,,12.733333333333334,1.05,8.299999999999999,1000.4666666666668,1006.3666666666668,99.0,2.2,6.7,1146.5,1160.5,948.0,1837.5,1022.0,643.0,890.5,960.5,844.5,844.5,1151.5,1869.0,0.0
2022-07-16,25.0,14.0,41.0,1.37,96.0,99.0,1.7,4.7,21.166666666666668,0.1333333333333333,5.85,1006.9,1010.7,99.0,1.7,5.7,2646.0,3528.0,3246.0,3949.5,1748.0,1454.5,2271.5,2092.0,1953.0,1860.0,1838.5,4439.0,1.0
2021-11-17,7.0,102.0,48.0,0.85,93.0,58.0,1.4,6.4,11.9,0.3666666666666667,1.7666666666666666,1018.2333333333332,1023.5666666666668,55.5,1.65,7.65,4177.5,3284.0,2978.0,4138.0,3498.0,3498.0,2634.0,3153.0,3350.0,2423.5,3183.5,5778.5,0.0
2022-07-03,5.0,9.0,17.0,0.52,31.0,70.0,1.9,7.8,17.533333333333335,10.466666666666669,0.0,1014.5666666666666,1017.3666666666668,8.0,2.9,9.05,1850.0,2443.5,2385.0,2477.0,1436.0,1054.0,1633.5,1274.0,1671.0,1140.0,1270.5,3322.0,0.0
2019-08-04,10.0,16.0,28.0,1.08,40.0,68.0,1.7,5.8,20.2,0.0,0.8666666666666667,1009.6333333333332,1011.4666666666668,50.5,1.7,5.25,4284.0,4497.0,2628.0,3840.0,2217.0,1253.0,1524.0,1776.0,1774.0,1525.0,1507.5,3744.0,0.0
2023-11-16,9.0,14.0,44.0,1.06,48.0,93.0,2.8,11.1,17.066666666666666,0.2333333333333333,0.15,1010.3,1021.2666666666664,28.5,4.05,15.0,2719.0,3230.5,2999.0,3604.5,3026.0,1997.5,3223.0,2825.5,2897.0,2412.0,3274.5,5677.5,0.0
2020-09-08,3.0,13.0,29.0,0.69,47.0,104.0,3.3,11.7,18.1,0.0,11.466666666666669,1015.6333333333332,1018.9333333333334,7.5,4.55,13.5,2431.0,2437.0,1748.0,2530.0,1682.0,1101.5,1364.5,1427.0,1808.0,1094.0,1393.0,3106.0,0.0
2021-02-01,78.0,98.0,75.0,2.04,233.0,81.0,4.2,17.8,15.8,0.0,3.6666666666666665,1001.4333333333334,1006.2,63.0,5.550000000000001,18.75,3543.5,3100.0,2579.0,3773.0,3562.0,1753.0,2459.0,2660.5,2807.0,2196.0,2618.5,5399.0,0.0
2023-09-16,8.0,28.0,69.0,0.87,45.0,125.0,1.1,10.8,20.366666666666664,0.1999999999999999,3.85,998.6333333333332,1001.7666666666664,21.0,1.8,10.0,2260.0,2214.5,2952.0,2787.5,1903.0,1416.5,2370.0,1886.0,2221.0,1633.0,1910.5,3715.5,0.0
2021-08-25,5.0,83.0,61.0,0.53,88.0,82.0,2.8,11.1,20.03333333333333,0.0,11.05,1006.8666666666668,1009.4333333333334,8.5,4.199999999999999,11.4,3778.0,3668.5,2891.0,4264.0,2768.0,1947.5,2376.0,2670.5,3127.0,2352.5,2663.0,5640.0,0.0
2020-01-07,37.0,226.0,78.0,2.0,76.0,40.0,1.4,,9.9,0.0,7.433333333333334,1022.0,1024.4,99.0,1.65,8.9,3797.5,4416.0,3753.0,6674.0,3368.0,2273.0,2629.0,3289.0,3035.0,2931.0,2994.5,6250.0,1.0
2021-10-08,11.0,135.0,49.0,0.66,98.0,80.0,2.2,8.6,15.4,0.0,10.45,1014.6333333333332,1016.0666666666668,7.5,3.3000000000000003,9.7,3869.0,3862.0,3378.0,4649.0,3345.0,2311.5,2797.0,3308.5,3219.0,2472.5,2123.0,6174.5,0.0
2019-04-24,10.0,125.0,81.0,1.27,53.0,100.0,1.7,10.3,10.766666666666666,0.9666666666666668,2.1333333333333333,985.9,993.0,29.0,4.2,15.0,4935.0,4722.0,3557.0,5842.0,3672.0,2469.0,2586.0,3436.5,3011.0,2613.5,3059.0,6409.0,0.0
2019-03-25,9.0,9.0,25.0,0.95,62.0,108.0,4.2,11.1,12.566666666666665,0.0,7.966666666666666,1020.7,1022.7333333333332,6.0,4.45,11.95,4747.0,4648.5,3217.0,5176.5,3542.0,2264.5,2604.5,3424.0,2991.0,2544.5,3067.5,6365.0,0.0
2021-05-20,21.0,58.0,44.0,4.06,103.0,87.0,2.2,8.6,15.033333333333331,1.9666666666666663,11.633333333333333,1012.9333333333334,1018.6333333333332,67.0,2.75,8.45,4033.0,3702.0,2989.0,4029.0,3599.0,2083.5,2928.0,3048.0,3090.0,2466.5,2995.5,5767.0,0.0
2021-01-25,5.0,36.0,52.0,0.75,43.0,75.0,1.1,6.1,9.9,7.033333333333334,0.1333333333333333,1001.0666666666666,1012.7999999999998,51.0,1.65,6.949999999999999,3316.5,2961.0,2702.0,3657.0,3262.0,1805.5,2247.0,2672.0,2620.0,2153.5,2589.0,5348.0,0.0
2020-02-17,28.0,34.0,73.0,1.51,62.0,89.0,2.2,12.2,10.9,0.7666666666666666,3.8,1014.7333333333336,1028.3666666666666,31.0,4.550000000000001,13.75,4743.0,4258.0,3589.0,8843.5,3942.0,2323.0,2507.0,3250.5,2935.0,2586.0,3101.0,6238.0,0.0
2023-02-22,13.0,87.0,68.0,1.72,118.0,79.0,2.5,12.8,9.766666666666667,29.899999999999995,0.0,1012.0333333333332,1014.7,35.0,2.5,12.25,3987.0,3215.5,2991.0,4100.0,3249.0,2256.0,3363.0,2985.0,2859.0,2297.0,3127.0,5799.0,0.0
2020-07-03,8.0,26.0,32.0,0.41,42.0,78.0,2.5,8.1,17.2,0.0,9.5,1017.3666666666668,1018.9,5.0,2.2,7.4,3776.0,3901.0,3070.0,4530.5,2947.0,2239.5,2405.0,3078.0,2939.0,2383.0,3042.0,5753.0,0.0
2023-08-06,5.0,6.0,15.0,0.51,33.0,79.0,2.5,8.1,19.1,0.0,5.9,1017.2,1018.6,4.5,2.9,8.899999999999999,2947.0,2481.0,2742.0,2819.0,1411.0,1070.0,1939.0,1529.0,1854.0,1164.5,1496.5,3565.0,0.0
2022-02-26,20.0,68.0,79.0,1.3,143.0,85.0,1.4,9.2,8.266666666666667,0.0,7.9,1010.3666666666668,1019.7,55.5,1.65,7.949999999999999,2560.5,2729.0,2493.0,3245.0,2030.0,1504.5,2309.0,2062.5,2493.0,1900.0,1814.5,4032.5,1.0
2020-06-20,7.0,9.0,24.0,1.16,39.0,112.0,2.5,6.1,17.833333333333336,0.0,12.566666666666668,1015.3333333333334,1017.5666666666666,50.5,2.35,6.1,2549.0,2938.0,1968.0,3066.5,2338.0,1374.0,1699.0,1989.0,2101.0,1610.5,1676.0,3724.0,0.0
2019-08-29,7.0,42.0,57.0,0.54,86.0,94.0,1.9,5.8,20.9,1.0666666666666669,1.4,1012.6666666666666,1014.9333333333334,15.5,1.7999999999999998,6.25,4375.0,4938.5,3281.0,5607.5,3229.0,2222.5,2348.0,2911.5,2776.0,2489.0,2925.0,6453.0,0.0
2019-02-18,12.0,42.0,85.0,1.2,77.0,84.0,0.8,5.0,8.933333333333334,16.933333333333334,0.0,1011.1333333333332,1016.2666666666664,30.0,1.7999999999999998,7.35,4544.0,4729.5,3268.0,4788.5,3955.0,2267.5,2478.0,3454.5,3066.0,2596.0,3098.0,6210.0,1.0
2020-04-11,3.0,5.0,16.0,1.0,17.0,77.0,,,14.699999999999998,0.8666666666666667,0.9,1013.5,1015.3333333333334,11.0,2.5,5.8,757.5,629.5,564.0,921.0,818.0,410.5,581.0,601.5,612.0,612.0,494.0,1052.0,0.0
2022-07-30,5.0,32.0,50.0,0.34,59.0,74.0,2.5,10.0,21.566666666666663,0.0,6.6,1015.0666666666668,1016.4333333333334,7.0,3.05,9.85,2933.0,3529.5,2766.0,3488.0,1863.0,1514.0,2352.5,1869.0,2245.0,1827.0,1776.5,4397.0,0.0
